Key Type,Key,1.21.8 en_us,1.21.8 zh_cn
block,polished_andesite_stairs,Polished Andesite Stairs,磨制安山岩楼梯
block,polished_basalt,Polished Basalt,磨制玄武岩
block,polished_blackstone,Polished Blackstone,磨制黑石
block,polished_blackstone_brick_slab,Polished Blackstone Brick Slab,磨制黑石砖台阶
block,polished_blackstone_brick_stairs,Polished Blackstone Brick Stairs,磨制黑石砖楼梯
block,polished_blackstone_brick_wall,Polished Blackstone Brick Wall,磨制黑石砖墙
block,polished_blackstone_bricks,Polished Blackstone Bricks,磨制黑石砖
block,polished_blackstone_button,Polished Blackstone Button,磨制黑石按钮
block,polished_blackstone_pressure_plate,Polished Blackstone Pressure Plate,磨制黑石压力板
block,polished_blackstone_slab,Polished Blackstone Slab,磨制黑石台阶
block,polished_blackstone_stairs,Polished Blackstone Stairs,磨制黑石楼梯
block,polished_blackstone_wall,Polished Blackstone Wall,磨制黑石墙
block,polished_deepslate,Polished Deepslate,磨制深板岩
block,polished_deepslate_slab,Polished Deepslate Slab,磨制深板岩台阶
block,polished_deepslate_stairs,Polished Deepslate Stairs,磨制深板岩楼梯
block,polished_deepslate_wall,Polished Deepslate Wall,磨制深板岩墙
block,polished_diorite,Polished Diorite,磨制闪长岩
block,polished_diorite_slab,Polished Diorite Slab,磨制闪长岩台阶
block,polished_diorite_stairs,Polished Diorite Stairs,磨制闪长岩楼梯
block,polished_granite,Polished Granite,磨制花岗岩
block,polished_granite_slab,Polished Granite Slab,磨制花岗岩台阶
block,polished_granite_stairs,Polished Granite Stairs,磨制花岗岩楼梯
block,polished_tuff,Polished Tuff,磨制凝灰岩
block,polished_tuff_slab,Polished Tuff Slab,磨制凝灰岩台阶
block,polished_tuff_stairs,Polished Tuff Stairs,磨制凝灰岩楼梯
block,polished_tuff_wall,Polished Tuff Wall,磨制凝灰岩墙
block,poppy,Poppy,虞美人
block,potatoes,Potatoes,马铃薯
block,potted_acacia_sapling,Potted Acacia Sapling,金合欢树苗盆栽
block,potted_allium,Potted Allium,绒球葱盆栽
block,potted_azalea_bush,Potted Azalea,杜鹃花丛盆栽
block,potted_azure_bluet,Potted Azure Bluet,蓝花美耳草盆栽
block,potted_bamboo,Potted Bamboo,竹子盆栽
block,potted_birch_sapling,Potted Birch Sapling,白桦树苗盆栽
block,potted_blue_orchid,Potted Blue Orchid,兰花盆栽
block,potted_brown_mushroom,Potted Brown Mushroom,棕色蘑菇盆栽
block,potted_cactus,Potted Cactus,仙人掌盆栽
block,potted_cherry_sapling,Potted Cherry Sapling,樱花树苗盆栽
block,potted_closed_eyeblossom,Potted Closed Eyeblossom,闭合的眼眸花盆栽
block,potted_cornflower,Potted Cornflower,矢车菊盆栽
block,potted_crimson_fungus,Potted Crimson Fungus,绯红菌盆栽
block,potted_crimson_roots,Potted Crimson Roots,绯红菌索盆栽
block,potted_dandelion,Potted Dandelion,蒲公英盆栽
block,potted_dark_oak_sapling,Potted Dark Oak Sapling,深色橡树树苗盆栽
block,potted_dead_bush,Potted Dead Bush,枯萎的灌木盆栽
block,potted_fern,Potted Fern,蕨盆栽
block,potted_flowering_azalea_bush,Potted Flowering Azalea,盛开的杜鹃花丛盆栽
block,potted_jungle_sapling,Potted Jungle Sapling,丛林树苗盆栽
block,potted_lily_of_the_valley,Potted Lily of the Valley,铃兰盆栽
block,potted_mangrove_propagule,Potted Mangrove Propagule,红树胎生苗盆栽
block,potted_oak_sapling,Potted Oak Sapling,橡树树苗盆栽
block,potted_open_eyeblossom,Potted Open Eyeblossom,张开的眼眸花盆栽
block,potted_orange_tulip,Potted Orange Tulip,橙色郁金香盆栽
block,potted_oxeye_daisy,Potted Oxeye Daisy,滨菊盆栽
block,potted_pale_oak_sapling,Potted Pale Oak Sapling,苍白橡树树苗盆栽
block,potted_pink_tulip,Potted Pink Tulip,粉红色郁金香盆栽
block,potted_poppy,Potted Poppy,虞美人盆栽
block,potted_red_mushroom,Potted Red Mushroom,红色蘑菇盆栽
block,potted_red_tulip,Potted Red Tulip,红色郁金香盆栽
block,potted_spruce_sapling,Potted Spruce Sapling,云杉树苗盆栽
block,potted_torchflower,Potted Torchflower,火把花盆栽
block,potted_warped_fungus,Potted Warped Fungus,诡异菌盆栽
block,potted_warped_roots,Potted Warped Roots,诡异菌索盆栽
block,potted_white_tulip,Potted White Tulip,白色郁金香盆栽
block,potted_wither_rose,Potted Wither Rose,凋灵玫瑰盆栽
block,powder_snow,Powder Snow,细雪
block,powder_snow_cauldron,Powder Snow Cauldron,装有细雪的炼药锅
block,powered_rail,Powered Rail,动力铁轨
block,prismarine,Prismarine,海晶石
block,prismarine_brick_slab,Prismarine Brick Slab,海晶石砖台阶
block,prismarine_brick_stairs,Prismarine Brick Stairs,海晶石砖楼梯
block,prismarine_bricks,Prismarine Bricks,海晶石砖
block,prismarine_slab,Prismarine Slab,海晶石台阶
block,prismarine_stairs,Prismarine Stairs,海晶石楼梯
block,prismarine_wall,Prismarine Wall,海晶石墙
block,pumpkin,Pumpkin,南瓜
block,pumpkin_stem,Pumpkin Stem,南瓜茎
block,purple_banner,Purple Banner,紫色旗帜
block,purple_bed,Purple Bed,紫色床
block,purple_candle,Purple Candle,紫色蜡烛
block,purple_candle_cake,Cake with Purple Candle,插上紫色蜡烛的蛋糕
block,purple_carpet,Purple Carpet,紫色地毯
block,purple_concrete,Purple Concrete,紫色混凝土
block,purple_concrete_powder,Purple Concrete Powder,紫色混凝土粉末
block,purple_glazed_terracotta,Purple Glazed Terracotta,紫色带釉陶瓦
block,purple_shulker_box,Purple Shulker Box,紫色潜影盒
block,purple_stained_glass,Purple Stained Glass,紫色染色玻璃
block,purple_stained_glass_pane,Purple Stained Glass Pane,紫色染色玻璃板
block,purple_terracotta,Purple Terracotta,紫色陶瓦
block,purple_wool,Purple Wool,紫色羊毛
block,purpur_block,Purpur Block,紫珀块
block,purpur_pillar,Purpur Pillar,紫珀柱
block,purpur_slab,Purpur Slab,紫珀台阶
block,purpur_stairs,Purpur Stairs,紫珀楼梯
block,quartz_block,Block of Quartz,石英块
block,quartz_bricks,Quartz Bricks,石英砖
block,quartz_pillar,Quartz Pillar,石英柱
block,quartz_slab,Quartz Slab,石英台阶
block,quartz_stairs,Quartz Stairs,石英楼梯
block,rail,Rail,铁轨
block,raw_copper_block,Block of Raw Copper,粗铜块
block,raw_gold_block,Block of Raw Gold,粗金块
block,raw_iron_block,Block of Raw Iron,粗铁块
block,red_banner,Red Banner,红色旗帜
block,red_bed,Red Bed,红色床
block,red_candle,Red Candle,红色蜡烛
block,red_candle_cake,Cake with Red Candle,插上红色蜡烛的蛋糕
block,red_carpet,Red Carpet,红色地毯
block,red_concrete,Red Concrete,红色混凝土
block,red_concrete_powder,Red Concrete Powder,红色混凝土粉末
block,red_glazed_terracotta,Red Glazed Terracotta,红色带釉陶瓦
block,red_mushroom,Red Mushroom,红色蘑菇
block,red_mushroom_block,Red Mushroom Block,红色蘑菇方块
block,red_nether_brick_slab,Red Nether Brick Slab,红色下界砖台阶
block,red_nether_brick_stairs,Red Nether Brick Stairs,红色下界砖楼梯
block,red_nether_brick_wall,Red Nether Brick Wall,红色下界砖墙
block,red_nether_bricks,Red Nether Bricks,红色下界砖块
block,red_sand,Red Sand,红沙
block,red_sandstone,Red Sandstone,红砂岩
block,red_sandstone_slab,Red Sandstone Slab,红砂岩台阶
block,red_sandstone_stairs,Red Sandstone Stairs,红砂岩楼梯
block,red_sandstone_wall,Red Sandstone Wall,红砂岩墙
block,red_shulker_box,Red Shulker Box,红色潜影盒
block,red_stained_glass,Red Stained Glass,红色染色玻璃
block,red_stained_glass_pane,Red Stained Glass Pane,红色染色玻璃板
block,red_terracotta,Red Terracotta,红色陶瓦
block,red_tulip,Red Tulip,红色郁金香
block,red_wool,Red Wool,红色羊毛
block,redstone_block,Block of Redstone,红石块
block,redstone_lamp,Redstone Lamp,红石灯
block,redstone_ore,Redstone Ore,红石矿石
block,redstone_torch,Redstone Torch,红石火把
block,redstone_wall_torch,Redstone Wall Torch,墙上的红石火把
block,redstone_wire,Redstone Wire,红石线
block,reinforced_deepslate,Reinforced Deepslate,强化深板岩
block,repeater,Redstone Repeater,红石中继器
block,repeating_command_block,Repeating Command Block,循环型命令方块
block,resin_block,Block of Resin,树脂块
block,resin_brick_slab,Resin Brick Slab,树脂砖台阶
block,resin_brick_stairs,Resin Brick Stairs,树脂砖楼梯
block,resin_brick_wall,Resin Brick Wall,树脂砖墙
block,resin_bricks,Resin Bricks,树脂砖块
block,resin_clump,Resin Clump,树脂团
block,respawn_anchor,Respawn Anchor,重生锚
block,rooted_dirt,Rooted Dirt,缠根泥土
block,rose_bush,Rose Bush,玫瑰丛
block,sand,Sand,沙子
block,sandstone,Sandstone,砂岩
block,sandstone_slab,Sandstone Slab,砂岩台阶
block,sandstone_stairs,Sandstone Stairs,砂岩楼梯
block,sandstone_wall,Sandstone Wall,砂岩墙
block,scaffolding,Scaffolding,脚手架
block,sculk,Sculk,幽匿块
block,sculk_catalyst,Sculk Catalyst,幽匿催发体
block,sculk_sensor,Sculk Sensor,幽匿感测体
block,sculk_shrieker,Sculk Shrieker,幽匿尖啸体
block,sculk_vein,Sculk Vein,幽匿脉络
block,sea_lantern,Sea Lantern,海晶灯
block,sea_pickle,Sea Pickle,海泡菜
block,seagrass,Seagrass,海草
block,set_spawn,Respawn point set,已设置重生点
block,short_dry_grass,Short Dry Grass,矮枯草丛
block,short_grass,Short Grass,矮草丛
block,shroomlight,Shroomlight,菌光体
block,shulker_box,Shulker Box,潜影盒
block,skeleton_skull,Skeleton Skull,骷髅头颅
block,skeleton_wall_skull,Skeleton Wall Skull,墙上的骷髅头颅
block,slime_block,Slime Block,黏液块
block,small_amethyst_bud,Small Amethyst Bud,小型紫晶芽
block,small_dripleaf,Small Dripleaf,小型垂滴叶
block,smithing_table,Smithing Table,锻造台
block,smoker,Smoker,烟熏炉
block,smooth_basalt,Smooth Basalt,平滑玄武岩
block,smooth_quartz,Smooth Quartz Block,平滑石英块
block,smooth_quartz_slab,Smooth Quartz Slab,平滑石英台阶
block,smooth_quartz_stairs,Smooth Quartz Stairs,平滑石英楼梯
block,smooth_red_sandstone,Smooth Red Sandstone,平滑红砂岩
block,smooth_red_sandstone_slab,Smooth Red Sandstone Slab,平滑红砂岩台阶
block,smooth_red_sandstone_stairs,Smooth Red Sandstone Stairs,平滑红砂岩楼梯
block,smooth_sandstone,Smooth Sandstone,平滑砂岩
block,smooth_sandstone_slab,Smooth Sandstone Slab,平滑砂岩台阶
block,smooth_sandstone_stairs,Smooth Sandstone Stairs,平滑砂岩楼梯
block,smooth_stone,Smooth Stone,平滑石头
block,smooth_stone_slab,Smooth Stone Slab,平滑石头台阶
block,sniffer_egg,Sniffer Egg,嗅探兽蛋
block,snow,Snow,雪
block,snow_block,Snow Block,雪块
block,soul_campfire,Soul Campfire,灵魂营火
block,soul_fire,Soul Fire,灵魂火
block,soul_lantern,Soul Lantern,灵魂灯笼
block,soul_sand,Soul Sand,灵魂沙
block,soul_soil,Soul Soil,灵魂土
block,soul_torch,Soul Torch,灵魂火把
block,soul_wall_torch,Soul Wall Torch,墙上的灵魂火把
block,spawn.not_valid,"You have no home bed or charged respawn anchor, or it was obstructed",你的床或已充能的重生锚不存在或已被阻挡
block,spawner,Monster Spawner,刷怪笼
block,spawner.desc1,Interact with Spawn Egg:,用刷怪蛋交互时：
block,spawner.desc2,Sets Mob Type,设置生物种类
block,sponge,Sponge,海绵
block,spore_blossom,Spore Blossom,孢子花
block,spruce_button,Spruce Button,云杉木按钮
block,spruce_door,Spruce Door,云杉木门
block,spruce_fence,Spruce Fence,云杉木栅栏
block,spruce_fence_gate,Spruce Fence Gate,云杉木栅栏门
block,spruce_hanging_sign,Spruce Hanging Sign,悬挂式云杉木告示牌
block,spruce_leaves,Spruce Leaves,云杉树叶
block,spruce_log,Spruce Log,云杉原木
block,spruce_planks,Spruce Planks,云杉木板
block,spruce_pressure_plate,Spruce Pressure Plate,云杉木压力板
block,spruce_sapling,Spruce Sapling,云杉树苗
block,spruce_sign,Spruce Sign,云杉木告示牌
block,spruce_slab,Spruce Slab,云杉木台阶
block,spruce_stairs,Spruce Stairs,云杉木楼梯
block,spruce_trapdoor,Spruce Trapdoor,云杉木活板门
block,spruce_wall_hanging_sign,Spruce Wall Hanging Sign,墙上的悬挂式云杉木告示牌
block,spruce_wall_sign,Spruce Wall Sign,墙上的云杉木告示牌
block,spruce_wood,Spruce Wood,云杉木
block,sticky_piston,Sticky Piston,黏性活塞
block,stone,Stone,石头
block,stone_brick_slab,Stone Brick Slab,石砖台阶
block,stone_brick_stairs,Stone Brick Stairs,石砖楼梯
block,stone_brick_wall,Stone Brick Wall,石砖墙
block,stone_bricks,Stone Bricks,石砖
block,stone_button,Stone Button,石头按钮
block,stone_pressure_plate,Stone Pressure Plate,石头压力板
block,stone_slab,Stone Slab,石头台阶
block,stone_stairs,Stone Stairs,石头楼梯
block,stonecutter,Stonecutter,切石机
block,stripped_acacia_log,Stripped Acacia Log,去皮金合欢原木
block,stripped_acacia_wood,Stripped Acacia Wood,去皮金合欢木
block,stripped_bamboo_block,Block of Stripped Bamboo,去皮竹块
block,stripped_birch_log,Stripped Birch Log,去皮白桦原木
block,stripped_birch_wood,Stripped Birch Wood,去皮白桦木
block,stripped_cherry_log,Stripped Cherry Log,去皮樱花原木
block,stripped_cherry_wood,Stripped Cherry Wood,去皮樱花木
block,stripped_crimson_hyphae,Stripped Crimson Hyphae,去皮绯红菌核
block,stripped_crimson_stem,Stripped Crimson Stem,去皮绯红菌柄
block,stripped_dark_oak_log,Stripped Dark Oak Log,去皮深色橡木原木
block,stripped_dark_oak_wood,Stripped Dark Oak Wood,去皮深色橡木
block,stripped_jungle_log,Stripped Jungle Log,去皮丛林原木
block,stripped_jungle_wood,Stripped Jungle Wood,去皮丛林木
block,stripped_mangrove_log,Stripped Mangrove Log,去皮红树原木
block,stripped_mangrove_wood,Stripped Mangrove Wood,去皮红树木
block,stripped_oak_log,Stripped Oak Log,去皮橡木原木
block,stripped_oak_wood,Stripped Oak Wood,去皮橡木
block,stripped_pale_oak_log,Stripped Pale Oak Log,去皮苍白橡木原木
block,stripped_pale_oak_wood,Stripped Pale Oak Wood,去皮苍白橡木
block,stripped_spruce_log,Stripped Spruce Log,去皮云杉原木
block,stripped_spruce_wood,Stripped Spruce Wood,去皮云杉木
block,stripped_warped_hyphae,Stripped Warped Hyphae,去皮诡异菌核
block,stripped_warped_stem,Stripped Warped Stem,去皮诡异菌柄
block,structure_block,Structure Block,结构方块
block,structure_void,Structure Void,结构空位
block,sugar_cane,Sugar Cane,甘蔗
block,sunflower,Sunflower,向日葵
block,suspicious_gravel,Suspicious Gravel,可疑的沙砾
block,suspicious_sand,Suspicious Sand,可疑的沙子
block,sweet_berry_bush,Sweet Berry Bush,甜浆果丛
block,tall_dry_grass,Tall Dry Grass,高枯草丛
block,tall_grass,Tall Grass,高草丛
block,tall_seagrass,Tall Seagrass,高海草
block,target,Target,标靶
block,terracotta,Terracotta,陶瓦
block,test_block,Test Block,测试方块
block,test_instance_block,Test Instance Block,测试实例方块
block,tinted_glass,Tinted Glass,遮光玻璃
block,tnt,TNT,TNT
block,tnt.disabled,TNT explosions are disabled,TNT爆炸已禁用
block,torch,Torch,火把
block,torchflower,Torchflower,火把花
block,torchflower_crop,Torchflower Crop,火把花植株
block,trapped_chest,Trapped Chest,陷阱箱
block,trial_spawner,Trial Spawner,试炼刷怪笼
block,tripwire,Tripwire,绊线
block,tripwire_hook,Tripwire Hook,绊线钩
block,tube_coral,Tube Coral,管珊瑚
block,tube_coral_block,Tube Coral Block,管珊瑚块
block,tube_coral_fan,Tube Coral Fan,管珊瑚扇
block,tube_coral_wall_fan,Tube Coral Wall Fan,墙上的管珊瑚扇
block,tuff,Tuff,凝灰岩
block,tuff_brick_slab,Tuff Brick Slab,凝灰岩砖台阶
block,tuff_brick_stairs,Tuff Brick Stairs,凝灰岩砖楼梯
block,tuff_brick_wall,Tuff Brick Wall,凝灰岩砖墙
block,tuff_bricks,Tuff Bricks,凝灰岩砖
block,tuff_slab,Tuff Slab,凝灰岩台阶
block,tuff_stairs,Tuff Stairs,凝灰岩楼梯
block,tuff_wall,Tuff Wall,凝灰岩墙
block,turtle_egg,Turtle Egg,海龟蛋
block,twisting_vines,Twisting Vines,缠怨藤
block,twisting_vines_plant,Twisting Vines Plant,缠怨藤植株
block,vault,Vault,宝库
block,verdant_froglight,Verdant Froglight,青翠蛙明灯
block,vine,Vines,藤蔓
block,void_air,Void Air,虚空空气
block,wall_torch,Wall Torch,墙上的火把
block,warped_button,Warped Button,诡异木按钮
block,warped_door,Warped Door,诡异木门
block,warped_fence,Warped Fence,诡异木栅栏
block,warped_fence_gate,Warped Fence Gate,诡异木栅栏门
block,warped_fungus,Warped Fungus,诡异菌
block,warped_hanging_sign,Warped Hanging Sign,悬挂式诡异木告示牌
block,warped_hyphae,Warped Hyphae,诡异菌核
block,warped_nylium,Warped Nylium,诡异菌岩
block,warped_planks,Warped Planks,诡异木板
block,warped_pressure_plate,Warped Pressure Plate,诡异木压力板
block,warped_roots,Warped Roots,诡异菌索
block,warped_sign,Warped Sign,诡异木告示牌
block,warped_slab,Warped Slab,诡异木台阶
block,warped_stairs,Warped Stairs,诡异木楼梯
block,warped_stem,Warped Stem,诡异菌柄
block,warped_trapdoor,Warped Trapdoor,诡异木活板门
block,warped_wall_hanging_sign,Warped Wall Hanging Sign,墙上的悬挂式诡异木告示牌
block,warped_wall_sign,Warped Wall Sign,墙上的诡异木告示牌
block,warped_wart_block,Warped Wart Block,诡异疣块
block,water,Water,水
block,water_cauldron,Water Cauldron,装有水的炼药锅
block,waxed_chiseled_copper,Waxed Chiseled Copper,涂蜡的雕纹铜块
block,waxed_copper_block,Waxed Block of Copper,涂蜡的铜块
block,waxed_copper_bulb,Waxed Copper Bulb,涂蜡的铜灯
block,waxed_copper_door,Waxed Copper Door,涂蜡的铜门
block,waxed_copper_grate,Waxed Copper Grate,涂蜡的铜格栅
block,waxed_copper_trapdoor,Waxed Copper Trapdoor,涂蜡的铜活板门
block,waxed_cut_copper,Waxed Cut Copper,涂蜡的切制铜块
block,waxed_cut_copper_slab,Waxed Cut Copper Slab,涂蜡的切制铜台阶
block,waxed_cut_copper_stairs,Waxed Cut Copper Stairs,涂蜡的切制铜楼梯
block,waxed_exposed_chiseled_copper,Waxed Exposed Chiseled Copper,涂蜡的斑驳雕纹铜块
block,waxed_exposed_copper,Waxed Exposed Copper,涂蜡的斑驳铜块
block,waxed_exposed_copper_bulb,Waxed Exposed Copper Bulb,涂蜡的斑驳铜灯
block,waxed_exposed_copper_door,Waxed Exposed Copper Door,涂蜡的斑驳铜门
block,waxed_exposed_copper_grate,Waxed Exposed Copper Grate,涂蜡的斑驳铜格栅
block,waxed_exposed_copper_trapdoor,Waxed Exposed Copper Trapdoor,涂蜡的斑驳铜活板门
block,waxed_exposed_cut_copper,Waxed Exposed Cut Copper,涂蜡的斑驳切制铜块
block,waxed_exposed_cut_copper_slab,Waxed Exposed Cut Copper Slab,涂蜡的斑驳切制铜台阶
block,waxed_exposed_cut_copper_stairs,Waxed Exposed Cut Copper Stairs,涂蜡的斑驳切制铜楼梯
block,waxed_oxidized_chiseled_copper,Waxed Oxidized Chiseled Copper,涂蜡的氧化雕纹铜块
block,waxed_oxidized_copper,Waxed Oxidized Copper,涂蜡的氧化铜块
block,waxed_oxidized_copper_bulb,Waxed Oxidized Copper Bulb,涂蜡的氧化铜灯
block,waxed_oxidized_copper_door,Waxed Oxidized Copper Door,涂蜡的氧化铜门
block,waxed_oxidized_copper_grate,Waxed Oxidized Copper Grate,涂蜡的氧化铜格栅
block,waxed_oxidized_copper_trapdoor,Waxed Oxidized Copper Trapdoor,涂蜡的氧化铜活板门
block,waxed_oxidized_cut_copper,Waxed Oxidized Cut Copper,涂蜡的氧化切制铜块
block,waxed_oxidized_cut_copper_slab,Waxed Oxidized Cut Copper Slab,涂蜡的氧化切制铜台阶
block,waxed_oxidized_cut_copper_stairs,Waxed Oxidized Cut Copper Stairs,涂蜡的氧化切制铜楼梯
block,waxed_weathered_chiseled_copper,Waxed Weathered Chiseled Copper,涂蜡的锈蚀雕纹铜块
block,waxed_weathered_copper,Waxed Weathered Copper,涂蜡的锈蚀铜块
block,waxed_weathered_copper_bulb,Waxed Weathered Copper Bulb,涂蜡的锈蚀铜灯
block,waxed_weathered_copper_door,Waxed Weathered Copper Door,涂蜡的锈蚀铜门
block,waxed_weathered_copper_grate,Waxed Weathered Copper Grate,涂蜡的锈蚀铜格栅
block,waxed_weathered_copper_trapdoor,Waxed Weathered Copper Trapdoor,涂蜡的锈蚀铜活板门
block,waxed_weathered_cut_copper,Waxed Weathered Cut Copper,涂蜡的锈蚀切制铜块
block,waxed_weathered_cut_copper_slab,Waxed Weathered Cut Copper Slab,涂蜡的锈蚀切制铜台阶
block,waxed_weathered_cut_copper_stairs,Waxed Weathered Cut Copper Stairs,涂蜡的锈蚀切制铜楼梯
block,weathered_chiseled_copper,Weathered Chiseled Copper,锈蚀的雕纹铜块
block,weathered_copper,Weathered Copper,锈蚀的铜块
block,weathered_copper_bulb,Weathered Copper Bulb,锈蚀的铜灯
block,weathered_copper_door,Weathered Copper Door,锈蚀的铜门
block,weathered_copper_grate,Weathered Copper Grate,锈蚀的铜格栅
block,weathered_copper_trapdoor,Weathered Copper Trapdoor,锈蚀的铜活板门
block,weathered_cut_copper,Weathered Cut Copper,锈蚀的切制铜块
block,weathered_cut_copper_slab,Weathered Cut Copper Slab,锈蚀的切制铜台阶
block,weathered_cut_copper_stairs,Weathered Cut Copper Stairs,锈蚀的切制铜楼梯
block,weeping_vines,Weeping Vines,垂泪藤
block,weeping_vines_plant,Weeping Vines Plant,垂泪藤植株
block,wet_sponge,Wet Sponge,湿海绵
block,wheat,Wheat Crops,小麦植株
block,white_banner,White Banner,白色旗帜
block,white_bed,White Bed,白色床
block,white_candle,White Candle,白色蜡烛
block,white_candle_cake,Cake with White Candle,插上白色蜡烛的蛋糕
block,white_carpet,White Carpet,白色地毯
block,white_concrete,White Concrete,白色混凝土
block,white_concrete_powder,White Concrete Powder,白色混凝土粉末
block,white_glazed_terracotta,White Glazed Terracotta,白色带釉陶瓦
block,white_shulker_box,White Shulker Box,白色潜影盒
block,white_stained_glass,White Stained Glass,白色染色玻璃
block,white_stained_glass_pane,White Stained Glass Pane,白色染色玻璃板
block,white_terracotta,White Terracotta,白色陶瓦
block,white_tulip,White Tulip,白色郁金香
block,white_wool,White Wool,白色羊毛
block,wildflowers,Wildflowers,野花簇
block,wither_rose,Wither Rose,凋灵玫瑰
block,wither_skeleton_skull,Wither Skeleton Skull,凋灵骷髅头颅
block,wither_skeleton_wall_skull,Wither Skeleton Wall Skull,墙上的凋灵骷髅头颅
block,yellow_banner,Yellow Banner,黄色旗帜
block,yellow_bed,Yellow Bed,黄色床
block,yellow_candle,Yellow Candle,黄色蜡烛
block,yellow_candle_cake,Cake with Yellow Candle,插上黄色蜡烛的蛋糕
block,yellow_carpet,Yellow Carpet,黄色地毯
block,yellow_concrete,Yellow Concrete,黄色混凝土
block,yellow_concrete_powder,Yellow Concrete Powder,黄色混凝土粉末
block,yellow_glazed_terracotta,Yellow Glazed Terracotta,黄色带釉陶瓦
block,yellow_shulker_box,Yellow Shulker Box,黄色潜影盒
block,yellow_stained_glass,Yellow Stained Glass,黄色染色玻璃
block,yellow_stained_glass_pane,Yellow Stained Glass Pane,黄色染色玻璃板
block,yellow_terracotta,Yellow Terracotta,黄色陶瓦
block,yellow_wool,Yellow Wool,黄色羊毛
block,zombie_head,Zombie Head,僵尸的头
block,zombie_wall_head,Zombie Wall Head,墙上的僵尸的头
entity,acacia_boat,Acacia Boat,金合欢木船
entity,acacia_chest_boat,Acacia Boat with Chest,金合欢木运输船
entity,allay,Allay,悦灵
entity,area_effect_cloud,Area Effect Cloud,区域效果云
entity,armadillo,Armadillo,犰狳
entity,armor_stand,Armor Stand,盔甲架
entity,arrow,Arrow,箭
entity,axolotl,Axolotl,美西螈
entity,bamboo_chest_raft,Bamboo Raft with Chest,运输竹筏
entity,bamboo_raft,Bamboo Raft,竹筏
entity,bat,Bat,蝙蝠
entity,bee,Bee,蜜蜂
entity,birch_boat,Birch Boat,白桦木船
entity,birch_chest_boat,Birch Boat with Chest,白桦木运输船
entity,blaze,Blaze,烈焰人
entity,block_display,Block Display,方块展示实体
entity,boat,Boat,船
entity,bogged,Bogged,沼骸
entity,breeze,Breeze,旋风人
entity,breeze_wind_charge,Wind Charge,风弹
entity,camel,Camel,骆驼
entity,cat,Cat,猫
entity,cave_spider,Cave Spider,洞穴蜘蛛
entity,cherry_boat,Cherry Boat,樱花木船
entity,cherry_chest_boat,Cherry Boat with Chest,樱花木运输船
entity,chest_boat,Boat with Chest,运输船
entity,chest_minecart,Minecart with Chest,运输矿车
entity,chicken,Chicken,鸡
entity,cod,Cod,鳕鱼
entity,command_block_minecart,Minecart with Command Block,命令方块矿车
entity,cow,Cow,牛
entity,creaking,Creaking,嘎枝
entity,creaking_transient,Creaking,嘎枝
entity,creeper,Creeper,苦力怕
entity,dark_oak_boat,Dark Oak Boat,深色橡木船
entity,dark_oak_chest_boat,Dark Oak Boat with Chest,深色橡木运输船
entity,dolphin,Dolphin,海豚
entity,donkey,Donkey,驴
entity,dragon_fireball,Dragon Fireball,末影龙火球
entity,drowned,Drowned,溺尸
entity,egg,Thrown Egg,掷出的鸡蛋
entity,elder_guardian,Elder Guardian,远古守卫者
entity,end_crystal,End Crystal,末地水晶
entity,ender_dragon,Ender Dragon,末影龙
entity,ender_pearl,Thrown Ender Pearl,掷出的末影珍珠
entity,enderman,Enderman,末影人
entity,endermite,Endermite,末影螨
entity,evoker,Evoker,唤魔者
entity,evoker_fangs,Evoker Fangs,唤魔者尖牙
entity,experience_bottle,Thrown Bottle o' Enchanting,掷出的附魔之瓶
entity,experience_orb,Experience Orb,经验球
entity,eye_of_ender,Eye of Ender,末影之眼
entity,falling_block,Falling Block,下落的方块
entity,falling_block_type,Falling %s,下落的%s
entity,fireball,Fireball,火球
entity,firework_rocket,Firework Rocket,烟花火箭
entity,fishing_bobber,Fishing Bobber,浮漂
entity,fox,Fox,狐狸
entity,frog,Frog,青蛙
entity,furnace_minecart,Minecart with Furnace,动力矿车
entity,ghast,Ghast,恶魂
entity,giant,Giant,巨人
entity,glow_item_frame,Glow Item Frame,荧光物品展示框
entity,glow_squid,Glow Squid,发光鱿鱼
entity,goat,Goat,山羊
entity,guardian,Guardian,守卫者
entity,happy_ghast,Happy Ghast,快乐恶魂
entity,hoglin,Hoglin,疣猪兽
entity,hopper_minecart,Minecart with Hopper,漏斗矿车
entity,horse,Horse,马
entity,husk,Husk,尸壳
entity,illusioner,Illusioner,幻术师
entity,interaction,Interaction,交互实体
entity,iron_golem,Iron Golem,铁傀儡
entity,item,Item,物品
entity,item_display,Item Display,物品展示实体
entity,item_frame,Item Frame,物品展示框
entity,jungle_boat,Jungle Boat,丛林木船
entity,jungle_chest_boat,Jungle Boat with Chest,丛林木运输船
entity,killer_bunny,The Killer Bunny,杀手兔
entity,leash_knot,Leash Knot,拴绳结
entity,lightning_bolt,Lightning Bolt,闪电束
entity,lingering_potion,Lingering Potion,滞留药水
entity,llama,Llama,羊驼
entity,llama_spit,Llama Spit,羊驼唾沫
entity,magma_cube,Magma Cube,岩浆怪
entity,mangrove_boat,Mangrove Boat,红树木船
entity,mangrove_chest_boat,Mangrove Boat with Chest,红树木运输船
entity,marker,Marker,标记
entity,minecart,Minecart,矿车
entity,mooshroom,Mooshroom,哞菇
entity,mule,Mule,骡
